Hydraulic_Pressurebar,Coolant_Pressurebar,Air_System_Pressurebar,Coolant_Temperature,Hydraulic_Oil_Temperature?C,Spindle_Bearing_Temperature?C,Spindle_Vibration?m,Tool_Vibration?m,Spindle_SpeedRPM,Voltagevolts,TorqueNm,CuttingkN,Downtime
-1.0048471380098687,1.9999466042835239,-0.5281037816071771,0.8251219029305266,-0.4308803514767793,-0.44261484637366033,0.8234055776521954,0.16818432289601495,1.4600531220180601,-0.3088950475902651,-0.19302018272782978,1.2951890014936978,1
0.7914912540912457,-0.01023456870160777,-0.7455253698082969,1.9619904419960643,-0.05812741973826712,-0.12336357469571636,1.0894298035205794,-0.021485844399281317,-0.10885461961511574,0.4193815711439498,-1.8051359790891142,-0.16656003909472508,1
-1.0022001114604473,1.9050044075373478,0.38484423765646114,-0.639914874215786,-1.8420164502011473,-0.5490319369329744,0.9052591856116982,0.8091386813421886,-0.11015424498094839,-0.5295849320551786,-0.1940115884034503,1.2464640334740833,1
1.2550517785586728,-0.37516767694173514,0.15061058809380878,0.6844783723244802,-0.910134120854866,1.4728927836939998,-1.1440043565172833,0.8376359232264572,-0.47145009668242527,0.24282966357201893,0.10227638334632169,1.2464640334740833,1
-1.353262007577464,1.9591325947020772,-0.8822758336006418,-1.6947413537611307,-0.08475262914816126,-0.9747002991702324,-0.07698410990233565,0.016199032846581734,1.6248456184056403,0.11041573289307077,0.045963576558813106,1.2464640334740833,1
1.1898687497791702,0.9777916529944752,1.795891140948556,-1.5423775289379142,0.10162383672109576,-0.6288447548524594,-0.31085156121520074,0.028812566139619154,1.9073841729376586,-0.6619988627341269,0.046856351689447996,1.2464640334740833,1
1.1422222718895847,1.6240578899851585,0.521732795440974,0.08674336724878506,0.314625512000245,0.6215560592194838,0.6743150774402439,1.0473943102106638,1.6453796991857963,1.9642107623983451,0.03594609664894084,1.2951890014936978,1
0.8704111429563824,0.11440980115743805,-1.224821519772549,0.26254778050634253,-0.48413077029656754,0.6481603318593127,0.33813061617800017,-0.8703299182306936,-1.5618357786160193,-0.33096403603675645,1.5933969991112704,-1.2385093355262355,0
0.7348599739849587,0.12817232487503222,-1.1329201823698924,-1.6478601768924488,1.033506166067377,-0.7884703906914314,-0.9335236503357046,-1.3142951456189444,0.035923646138641546,-1.5668273890402726,1.1919066966675416,0.15827308103603518,0
1.0790245130221483,0.6249479153020809,0.5761831259503619,-0.5344322262612514,0.07499862731120163,0.036262061143255614,-0.7639697481338772,1.7423844223936749,0.05957682779679579,0.6621404440553548,0.06276688966953303,1.863646961722529,1
-0.9826782906584647,0.41431620022747506,0.06522645668477656,1.8447874998243594,-1.2296366337735918,-0.7086575727719463,-0.9890671700225099,-0.05340898421499239,-0.6123294863386847,1.0373132476457079,0.037056775939249186,1.44136390555254,1
1.096230185593387,-0.382746104662197,-1.825736454766791,-0.8274395816905139,-0.377629932656991,0.6747646044991417,-1.018300601436618,-1.0374203037051213,0.4356884086687649,0.3752435942509671,0.0618672995115278,1.3114306575002355,1
-1.5180394102789476,2.027037487757701,-0.2869075285704817,-0.45239016674105803,-0.11137783855805349,0.3023047875415416,-0.3313149632050765,0.6081007618198342,1.3654403953854433,0.3311056173579844,0.03750121389949762,1.473847217565616,1
-1.3128948526987874,-0.3214320454482088,-1.0261273250625325,1.3759757311375398,0.687378443738759,-1.8792455689244043,-0.3663950809020063,0.32717713144157956,-0.4197250071222858,-0.4633779667157046,0.0571507769673073,1.2464640334740833,1
-0.6994464498703721,-0.3264544062229446,-0.4023484161766477,1.3173742600516873,0.9536305378376966,-1.0545131170897175,-1.67020612197123,0.19559150634755176,-0.42388380829295025,7.079066061397091e-05,0.06074335505269696,1.44136390555254,1
1.354977030799332,-0.3247873998695337,1.5578689896572024,1.1884510236628116,-0.723757654985611,-1.0811173897295463,-1.605892572860192,1.2699219531211554,-0.42284410800028416,-0.1764811169113169,0.05984463211305974,1.473847217565616,1
-1.2457265540072187,-0.3244326502402279,0.09327320603465106,0.9892060219709133,-0.6705072361658226,0.9408073308974276,-0.32254493378084403,1.5460181818687424,-0.4223242578539511,-1.1475166085569368,0.0593954162704768,1.44136390555254,1
